        Time(s)         Temp(K)     Mc(t)/Mc(o)              1              2              3              4              5              6              7              8              9             10             11             12             13             14             15             16             17             18             19             20             21             22             23             24             25             26             27             28             29             30             31             32             33             34             35             36             37             38             39             40             41             42             43             44             45             46             47             48             49             50             51             52             53             54             55             56             57             58             59             60             61             62             63             64             65             66             67             68             69             70             71             72             73             74             75             76             77             78             79             80             81             82             83             84             85             86             87             88             89             90             91             92             93             94             95             96             97             98             99            100            101            102            103            104            105            106            107            108            109            110            111            112            113            114            115            116            117            118            119            120            121            122            123            124            125            126            127            128            129            130            131            132            133            134            135            136            137            138            139            140            141            142            143            144            145            146            147            148            149            150            151            152            153            154            155            156            157
         72.001         566.150       6.904E-02      7.940E-08      1.290E-06      3.581E-06      3.581E-06     -1.062E+01      1.744E+00      4.437E+00     -6.181E+00     -6.182E+00      6.701E-15      8.296E-15      4.601E-06      4.601E-06      4.601E-06      3.843E-08      1.184E-11      1.184E-11      8.727E-09      9.794E-07      5.381E-07      9.794E-07      5.381E-07      1.187E-11      8.865E-13      8.877E-13     -8.903E-13      9.087E-13      5.148E-06      2.067E-08      2.067E-08      2.067E-08      1.776E-08      1.776E-08      1.776E-08      1.027E-13      1.026E-13      4.965E-15      4.965E-15      2.363E-11      5.156E-06     -1.681E-05      1.700E-07      1.332E-07      1.341E-07      1.341E-07      1.651E-05      1.651E-05      1.651E-05      3.635E-09      1.060E-18     -3.109E-16      2.979E-09      2.979E-09      5.876E-13      1.061E-18      1.122E-18      1.123E-18     -1.123E-18      5.468E-07      5.468E-07      5.468E-07      7.836E-13      7.895E-13      5.411E-17      1.240E-16      3.574E-10      5.147E-06      2.067E-08      2.067E-08      2.067E-08      1.776E-08      1.776E-08      1.776E-08      4.361E-08      4.369E-08      4.369E-08     -1.134E-09     -8.716E-10      1.174E-09      1.042E-08     -3.969E-05     -1.056E-06      1.226E-06      1.630E-08      2.697E-10      2.189E-12      1.951E-10      1.576E-08      2.694E-05      2.694E-05      2.694E-05     -6.317E-06     -2.123E-06      8.084E-22      1.147E-18      2.591E-14      2.628E-14     -8.782E-22     -2.579E-14     -2.579E-14      2.295E-23      2.329E-23      3.916E-06      1.228E-06      2.058E-16      2.059E-16      5.143E-06      5.144E-06      5.144E-06      4.045E-09     -3.016E-16      3.024E-12      4.042E-09      3.024E-12      3.024E-12      1.077E-12      2.067E-08      2.067E-08      5.422E-09      5.422E-09      1.776E-08      1.776E-08      1.776E-08      1.776E-08      1.776E-08      1.525E-08      1.525E-08      1.525E-08      1.623E-06      1.600E-08      1.600E-08      2.368E-13      1.620E-08      1.601E-08      1.601E-08     -1.157E-14      1.620E-08      1.340E-05      1.354E-05      3.911E-23     -1.582E-23      2.415E-22      4.707E-06      7.897E-15      1.337E-05      4.125E-05      4.126E-05     -1.982E-05      1.665E-05      1.321E-07      1.130E-05      6.578E-06      5.266E-13      1.106E-08     -9.615E-09      3.185E-09      3.185E-09
         74.001         566.650       5.636E-02      7.844E-08      1.296E-06      3.011E-06      3.011E-06     -9.383E+00      1.538E+00      3.919E+00     -5.457E+00     -5.457E+00      6.475E-15      8.015E-15      4.077E-06      4.077E-06      4.075E-06      3.190E-08      9.716E-12      9.716E-12      1.067E-08      1.019E-06      5.602E-07      1.019E-06      5.602E-07      9.740E-12      8.545E-13      8.565E-13     -8.613E-13      8.762E-13      4.647E-06      1.728E-08      1.728E-08      1.728E-08      1.462E-08      1.462E-08      1.462E-08      7.926E-14      7.920E-14      3.572E-15      3.571E-15      1.940E-11      5.016E-06     -1.490E-05      4.568E-07      1.214E-07      1.222E-07      1.222E-07      1.396E-05      1.396E-05      1.396E-05      3.041E-09      9.979E-19     -8.934E-15      2.918E-09      2.918E-09      6.121E-13      1.216E-18      1.283E-18      1.285E-18     -1.285E-18      5.709E-07      5.709E-07      5.709E-07      7.585E-13      7.661E-13     -3.817E-17      1.415E-16      3.237E-10      4.647E-06      1.728E-08      1.728E-08      1.728E-08      1.463E-08      1.462E-08      1.463E-08      3.931E-08      3.939E-08      3.938E-08     -3.790E-09     -3.455E-09      1.205E-09      1.068E-08     -3.883E-05     -7.061E-07      1.164E-06      1.890E-08      2.581E-10      2.508E-12      2.186E-10      1.759E-08      2.783E-05      2.783E-05      2.783E-05     -6.416E-06     -2.163E-06      7.252E-22      1.311E-18      2.137E-14      2.186E-14     -7.072E-22     -2.123E-14     -2.122E-14      1.826E-23      2.094E-23      3.536E-06      1.108E-06      2.038E-16      2.038E-16      4.644E-06      4.644E-06      4.644E-06      3.612E-09     -3.143E-16      2.368E-12      3.610E-09      2.368E-12      2.368E-12      9.091E-13      1.728E-08      1.728E-08      4.477E-09      4.478E-09      1.463E-08      1.463E-08      1.463E-08      1.463E-08      1.463E-08      1.280E-08      1.280E-08      1.280E-08      1.060E-06      1.780E-08      1.780E-08      2.479E-13      1.802E-08      1.782E-08      1.782E-08     -1.918E-14      1.802E-08      1.385E-05      1.398E-05      3.941E-23     -1.847E-23      3.950E-22      4.308E-06      8.014E-15      1.462E-05      3.983E-05      3.983E-05     -6.951E-05      1.627E-05      1.268E-07      9.911E-06      5.591E-06      5.613E-13      1.138E-08     -2.093E-08      3.225E-09      3.225E-09
         76.001         567.150       4.563E-02      7.773E-08      1.301E-06      2.540E-06      2.540E-06     -8.244E+00      1.350E+00      3.446E+00     -4.795E+00     -4.795E+00      6.351E-15      7.860E-15      3.658E-06      3.658E-06      3.653E-06      2.678E-08      8.095E-12      8.095E-12      1.313E-08      1.067E-06      5.870E-07      1.067E-06      5.870E-07      8.116E-12      8.338E-13      8.340E-13     -8.335E-13      8.526E-13      4.258E-06      1.459E-08      1.458E-08      1.459E-08      1.219E-08      1.219E-08      1.219E-08      6.197E-14      6.190E-14      2.598E-15      2.598E-15      1.617E-11      4.854E-06     -1.312E-05      7.130E-07      1.098E-07      1.106E-07      1.106E-07      1.170E-05      1.170E-05      1.170E-05      2.531E-09      9.298E-19     -1.948E-14      2.843E-09      2.843E-09      6.317E-13      1.407E-18      1.483E-18      1.483E-18     -1.484E-18      6.002E-07      6.002E-07      6.004E-07      7.411E-13      7.246E-13      1.582E-16      1.630E-16      2.979E-10      4.258E-06      1.459E-08      1.459E-08      1.459E-08      1.219E-08      1.219E-08      1.219E-08      3.599E-08      3.610E-08      3.605E-08     -5.921E-09     -5.502E-09      1.229E-09      1.087E-08     -3.787E-05     -3.815E-07      1.096E-06      2.129E-08      2.459E-10      2.852E-12      2.439E-10      1.954E-08      2.859E-05      2.859E-05      2.859E-05     -6.474E-06     -2.189E-06      6.614E-22      1.513E-18      1.787E-14      1.848E-14     -5.780E-22     -1.770E-14     -1.770E-14      1.230E-23      1.913E-23      3.241E-06      1.014E-06      2.050E-16      2.051E-16      4.255E-06      4.255E-06      4.255E-06      3.287E-09     -3.331E-16      1.882E-12      3.285E-09      1.882E-12      1.882E-12      7.753E-13      1.459E-08      1.459E-08      3.746E-09      3.746E-09      1.219E-08      1.219E-08      1.219E-08      1.219E-08      1.219E-08      1.085E-08      1.085E-08      1.085E-08      5.410E-07      1.974E-08      1.974E-08      2.582E-13      1.999E-08      1.976E-08      1.976E-08     -3.139E-14      1.998E-08      1.422E-05      1.436E-05      4.054E-23     -2.141E-23      1.856E-22      3.944E-06      8.098E-15      1.569E-05      3.835E-05      3.835E-05     -5.037E-05      1.588E-05      1.214E-07      8.698E-06      4.742E-06      5.948E-13      1.163E-08     -1.538E-08      3.259E-09      3.259E-09
         78.000         567.650       3.662E-02      7.723E-08      1.304E-06      2.149E-06      2.149E-06     -7.217E+00      1.180E+00      3.017E+00     -4.198E+00     -4.195E+00      6.331E-15      7.833E-15      3.330E-06      3.330E-06      3.284E-06      2.278E-08      6.858E-12      6.858E-12      1.627E-08      1.126E-06      6.198E-07      1.126E-06      6.198E-07      6.877E-12      8.188E-13      8.204E-13     -8.226E-13      8.381E-13      3.966E-06      1.248E-08      1.246E-08      1.247E-08      1.030E-08      1.030E-08      1.030E-08      4.911E-14      4.909E-14      1.916E-15      1.915E-15      1.370E-11      4.676E-06     -1.147E-05      9.334E-07      9.865E-08      9.937E-08      9.937E-08      9.729E-06      9.729E-06      9.729E-06      2.098E-09      8.580E-19      1.479E-14      2.756E-09      2.756E-09      6.463E-13      1.643E-18      1.730E-18      1.729E-18     -1.729E-18      6.361E-07      6.361E-07      6.385E-07      7.316E-13      7.634E-13      7.052E-17      1.897E-16      2.789E-10      3.966E-06      1.247E-08      1.248E-08      1.248E-08      1.031E-08      1.030E-08      1.030E-08      3.345E-08      3.352E-08      3.350E-08     -7.620E-09     -7.131E-09      1.246E-09      1.100E-08     -3.683E-05     -9.222E-08      1.025E-06      1.984E-08      2.335E-10      3.216E-12      2.709E-10      2.162E-08      2.920E-05      2.920E-05      2.920E-05     -6.494E-06     -2.202E-06      6.143E-22      1.762E-18      1.519E-14      1.592E-14     -4.803E-22     -1.501E-14     -1.501E-14      3.639E-23      1.781E-23      3.019E-06      9.437E-07      2.100E-16      2.100E-16      3.962E-06      3.963E-06      3.963E-06      3.050E-09     -3.592E-16      1.520E-12      3.049E-09      1.520E-12      1.520E-12      6.693E-13      1.248E-08      1.247E-08      3.180E-09      3.181E-09      1.030E-08      1.031E-08      1.030E-08      1.031E-08      1.030E-08      9.292E-09      9.297E-09      9.294E-09      7.076E-08      2.179E-08      2.179E-08      2.674E-13      2.206E-08      2.180E-08      2.180E-08     -5.059E-14      2.206E-08      1.453E-05      1.467E-05      4.241E-23     -2.460E-23      9.992E-23      3.611E-06      8.152E-15      1.656E-05      3.685E-05      3.685E-05     -3.152E-05      1.549E-05      1.162E-07      7.640E-06      4.017E-06      6.265E-13      1.183E-08     -1.084E-08      3.287E-09      3.287E-09
         80.000         568.150       2.913E-02      7.689E-08      1.306E-06      1.824E-06      1.824E-06     -6.307E+00      1.029E+00      2.635E+00     -3.663E+00     -3.663E+00      6.421E-15      7.943E-15      3.080E-06      3.081E-06      4.219E-07      1.967E-08      5.919E-12      5.919E-12      2.032E-08      1.199E-06      6.599E-07      1.199E-06      6.599E-07      5.935E-12      8.156E-13      8.162E-13     -8.250E-13      8.331E-13      3.760E-06      1.092E-08      1.050E-08      1.090E-08      8.756E-09      8.786E-09      8.764E-09      3.982E-14      3.959E-14      1.436E-15      1.435E-15      1.183E-11      4.486E-06     -9.965E-06      1.117E-06      8.815E-08      8.882E-08      8.882E-08      8.040E-06      8.033E-06      8.041E-06      1.734E-09      7.854E-19      1.942E-13      2.661E-09      2.661E-09      6.561E-13      1.939E-18      2.035E-18      2.037E-18     -2.037E-18      6.803E-07      6.803E-07      8.118E-07      7.305E-13      7.571E-13     -2.477E-16      2.230E-16      2.661E-10      3.760E-06      1.082E-08      1.093E-08      1.177E-08      8.847E-09      8.746E-09      8.787E-09      3.152E-08      3.119E-08      3.157E-08     -8.960E-09     -8.474E-09      1.257E-09      1.107E-08     -3.573E-05      1.550E-07      9.533E-07     -2.689E-09      2.208E-10      3.598E-12      2.994E-10      2.381E-08      2.966E-05      2.966E-05      2.966E-05     -6.478E-06     -2.204E-06      5.893E-22      2.073E-18      1.330E-14      1.461E-14     -4.067E-22     -1.379E-14     -1.408E-14      1.693E-21      1.699E-23      2.864E-06      8.935E-07      2.190E-16      2.191E-16      3.757E-06      3.757E-06      3.757E-06      2.891E-09     -3.941E-16      1.252E-12      2.890E-09      1.252E-12      1.252E-12      5.907E-13      1.091E-08      1.089E-08      2.748E-09      2.771E-09      8.765E-09      8.848E-09      8.717E-09      8.788E-09      8.766E-09      8.076E-09      8.169E-09      8.119E-09     -3.445E-07      2.395E-08      2.395E-08      2.755E-13      2.425E-08      2.399E-08      2.398E-08     -8.016E-14      2.425E-08      1.476E-05      1.490E-05      4.502E-23     -2.802E-23      6.720E-22      3.307E-06      8.180E-15      1.725E-05      3.535E-05      3.535E-05     -6.826E-05      1.508E-05      1.110E-07      6.720E-06      3.401E-06      6.563E-13      1.197E-08     -1.695E-08      3.310E-09      3.311E-09
         82.000         568.650       2.295E-02      7.669E-08      1.307E-06      1.554E-06      1.554E-06     -5.489E+00      8.950E-01      2.296E+00     -3.191E+00     -3.191E+00      6.638E-15      8.209E-15      2.901E-06      2.901E-06      2.901E-06      1.729E-08      5.214E-12      5.214E-12      2.557E-08      1.288E-06      7.095E-07      1.288E-06      7.095E-07      5.229E-12      8.210E-13      8.222E-13     -8.260E-13      8.386E-13      3.636E-06      9.539E-09      9.539E-09      9.539E-09      7.749E-09      7.749E-09      7.749E-09      3.257E-14      3.257E-14      1.097E-15      1.097E-15      1.043E-11      4.290E-06     -8.612E-06      1.266E-06      7.848E-08      7.907E-08      7.907E-08      6.616E-06      6.616E-06      6.616E-06      1.431E-09      7.147E-19      2.141E-15      2.562E-09      2.562E-09      6.619E-13      2.314E-18      2.422E-18      2.425E-18     -2.425E-18      7.350E-07      7.350E-07      7.350E-07      7.388E-13      7.479E-13      5.878E-17      2.650E-16      2.592E-10      3.636E-06      9.541E-09      9.541E-09      9.541E-09      7.750E-09      7.750E-09      7.750E-09      3.009E-08      3.013E-08      3.014E-08     -9.998E-09     -9.309E-09      1.262E-09      1.110E-08     -3.461E-05      3.841E-07      8.823E-07      2.664E-08      2.081E-10      3.993E-12      3.293E-10      2.608E-08      2.997E-05      2.997E-05      2.997E-05     -6.434E-06     -2.196E-06      5.613E-22      2.466E-18      1.163E-14      1.163E-14     -3.516E-22     -1.136E-14     -1.136E-14      1.619E-23      1.635E-23      2.771E-06      8.625E-07      2.331E-16      2.331E-16      3.633E-06      3.633E-06      3.633E-06      2.803E-09     -4.407E-16      1.053E-12      2.802E-09      1.053E-12      1.053E-12      5.217E-13      9.540E-09      9.542E-09      2.417E-09      2.417E-09      7.750E-09      7.751E-09      7.751E-09      7.751E-09      7.751E-09      7.124E-09      7.124E-09      7.124E-09     -6.783E-07      2.619E-08      2.619E-08      2.823E-13      2.652E-08      2.622E-08      2.622E-08     -1.249E-13      2.652E-08      1.491E-05      1.506E-05      4.800E-23     -3.165E-23      2.256E-22      3.031E-06      8.185E-15      1.773E-05      3.387E-05      3.387E-05     -3.301E-05      1.466E-05      1.060E-07      5.922E-06      2.879E-06      6.841E-13      1.207E-08     -1.251E-08      3.329E-09      3.330E-09
         84.000         569.150       1.791E-02      7.659E-08      1.306E-06      1.328E-06      1.328E-06     -4.773E+00      7.776E-01      1.998E+00     -2.775E+00     -2.775E+00      7.005E-15      8.661E-15      2.788E-06      2.788E-06      2.788E-06      1.551E-08      4.700E-12      4.700E-12      3.246E-08      1.399E-06      7.710E-07      1.399E-06      7.710E-07      4.714E-12      8.400E-13      8.400E-13     -8.401E-13      8.560E-13      3.591E-06      8.582E-09      8.582E-09      8.582E-09      6.925E-09      6.925E-09      6.925E-09      2.740E-14      2.740E-14      8.568E-16      8.568E-16      9.400E-12      4.098E-06     -7.395E-06      1.387E-06      6.974E-08      7.026E-08      7.026E-08      5.435E-06      5.435E-06      5.435E-06      1.182E-09      6.486E-19      1.179E-15      2.464E-09      2.464E-09      6.646E-13      2.795E-18      2.922E-18      2.922E-18     -2.922E-18      8.035E-07      8.035E-07      8.035E-07      7.580E-13      7.582E-13      3.305E-16      3.189E-16      2.580E-10      3.591E-06      8.584E-09      8.584E-09      8.584E-09      6.926E-09      6.926E-09      6.926E-09      2.907E-08      2.911E-08      2.911E-08     -1.078E-08     -9.973E-09      1.263E-09      1.108E-08     -3.342E-05      5.737E-07      8.137E-07      2.891E-08      1.956E-10      4.398E-12      3.604E-10      2.843E-08      3.014E-05      3.014E-05      3.014E-05     -6.366E-06     -2.180E-06      5.564E-22      2.969E-18      1.052E-14      1.052E-14     -3.111E-22     -1.021E-14     -1.021E-14      1.627E-23      1.625E-23      2.738E-06      8.503E-07      2.534E-16      2.534E-16      3.588E-06      3.588E-06      3.588E-06      2.783E-09     -5.023E-16      9.060E-13      2.782E-09      9.060E-13      9.060E-13      4.738E-13      8.583E-09      8.584E-09      2.174E-09      2.174E-09      6.926E-09      6.927E-09      6.927E-09      6.927E-09      6.927E-09      6.410E-09      6.410E-09      6.410E-09     -9.279E-07      2.851E-08      2.851E-08      2.880E-13      2.887E-08      2.853E-08      2.853E-08     -1.910E-13      2.887E-08      1.499E-05      1.514E-05      5.166E-23     -3.541E-23     -2.165E-23      2.782E-06      8.170E-15      1.803E-05      3.243E-05      3.243E-05     -2.086E-05      1.425E-05      1.012E-07      5.233E-06      2.439E-06      7.099E-13      1.212E-08     -9.443E-09      3.345E-09      3.346E-09
         86.000         569.650       1.385E-02      7.656E-08      1.302E-06      1.140E-06      1.140E-06     -4.154E+00      6.754E-01      1.738E+00     -2.414E+00     -2.414E+00      7.559E-15      9.345E-15      2.740E-06      2.740E-06      2.740E-06      1.424E-08      4.346E-12      4.346E-12      4.157E-08      1.538E-06      8.481E-07      1.538E-06      8.481E-07      4.360E-12      8.709E-13      8.718E-13     -8.740E-13      8.875E-13      3.630E-06      7.898E-09      7.898E-09      7.898E-09      6.337E-09      6.337E-09      6.337E-09      2.364E-14      2.364E-14      6.872E-16      6.872E-16      8.696E-12      3.917E-06     -6.303E-06      1.487E-06      6.200E-08      6.247E-08      6.247E-08      4.471E-06      4.471E-06      4.471E-06      9.796E-10      5.893E-19     -1.950E-15      2.370E-09      2.370E-09      6.660E-13      3.420E-18      3.563E-18      3.565E-18     -3.565E-18      8.897E-07      8.897E-07      8.897E-07      7.902E-13      7.948E-13      2.082E-16      3.886E-16      2.628E-10      3.629E-06      7.899E-09      7.899E-09      7.899E-09      6.338E-09      6.338E-09      6.338E-09      2.840E-08      2.844E-08      2.844E-08     -1.133E-08     -1.040E-08      1.260E-09      1.103E-08     -3.216E-05      7.382E-07      7.489E-07      3.162E-08      1.835E-10      4.808E-12      3.925E-10      3.084E-08      3.017E-05      3.017E-05      3.017E-05     -6.281E-06     -2.159E-06      5.663E-22      3.619E-18      9.784E-15      9.784E-15     -2.824E-22     -9.395E-15     -9.395E-15      1.643E-23      1.658E-23      2.769E-06      8.579E-07      2.816E-16      2.816E-16      3.627E-06      3.627E-06      3.627E-06      2.833E-09     -5.844E-16      8.002E-13      2.833E-09      8.002E-13      8.002E-13      4.401E-13      7.899E-09      7.900E-09      2.003E-09      2.003E-09      6.338E-09      6.339E-09      6.339E-09      6.339E-09      6.339E-09      5.896E-09      5.896E-09      5.896E-09     -1.069E-06      3.088E-08      3.088E-08      2.926E-13      3.127E-08      3.091E-08      3.091E-08     -2.866E-13      3.127E-08      1.501E-05      1.516E-05      5.583E-23     -3.925E-23      1.010E-22      2.557E-06      8.141E-15      1.814E-05      3.103E-05      3.104E-05     -2.941E-05      1.384E-05      9.662E-08      4.640E-06      2.071E-06      7.339E-13      1.213E-08     -1.209E-08      3.361E-09      3.361E-09
         88.000         570.150       1.059E-02      7.657E-08      1.297E-06      9.828E-07      9.828E-07     -3.622E+00      5.873E-01      1.514E+00     -2.101E+00     -2.101E+00      8.356E-15      1.033E-14      2.760E-06      2.760E-06      2.760E-06      1.341E-08      4.134E-12      4.134E-12      5.376E-08      1.714E-06      9.459E-07      1.714E-06      9.459E-07      4.148E-12      9.168E-13      9.209E-13     -9.329E-13      9.365E-13      3.760E-06      7.456E-09      7.456E-09      7.456E-09      5.955E-09      5.955E-09      5.955E-09      2.099E-14      2.099E-14      5.681E-16      5.681E-16      8.274E-12      3.755E-06     -5.319E-06      1.576E-06      5.533E-08      5.574E-08      5.575E-08      3.696E-06      3.696E-06      3.696E-06      8.181E-10      5.389E-19      1.716E-15      2.287E-09      2.287E-09      6.679E-13      4.243E-18      4.394E-18      4.409E-18     -4.411E-18      9.997E-07      9.997E-07      9.997E-07      8.388E-13      8.635E-13     -5.710E-16      4.802E-16      2.743E-10      3.760E-06      7.457E-09      7.457E-09      7.457E-09      5.956E-09      5.956E-09      5.956E-09      2.806E-08      2.809E-08      2.810E-08     -1.168E-08     -1.063E-08      1.254E-09      1.096E-08     -3.084E-05      8.861E-07      6.891E-07      3.440E-08      1.721E-10      5.220E-12      4.253E-10      3.329E-08      3.011E-05      3.011E-05      3.011E-05     -6.186E-06     -2.133E-06      5.934E-22      4.471E-18      9.368E-15      9.368E-15     -2.636E-22     -8.888E-15     -8.888E-15      1.695E-23      1.742E-23      2.870E-06      8.873E-07      3.203E-16      3.203E-16      3.757E-06      3.757E-06      3.757E-06      2.964E-09     -6.946E-16      7.274E-13      2.963E-09      7.274E-13      7.274E-13      4.192E-13      7.457E-09      7.460E-09      1.897E-09      1.897E-09      5.956E-09      5.957E-09      5.957E-09      5.957E-09      5.957E-09      5.560E-09      5.560E-09      5.560E-09     -1.077E-06      3.329E-08      3.329E-08      2.962E-13      3.372E-08      3.332E-08      3.332E-08     -4.217E-13      3.372E-08      1.498E-05      1.513E-05      6.051E-23     -4.309E-23      6.197E-22      2.356E-06      8.101E-15      1.806E-05      2.970E-05      2.970E-05     -3.516E-05      1.345E-05      9.232E-08      4.133E-06      1.765E-06      7.564E-13      1.212E-08     -1.397E-08      3.378E-09      3.379E-09
         90.000         570.650       8.024E-03      7.658E-08      1.288E-06      8.523E-07      8.523E-07     -3.153E+00      5.117E-01      1.322E+00     -1.833E+00     -1.833E+00      9.478E-15      1.171E-14      2.857E-06      2.857E-06      2.857E-06      1.301E-08      4.058E-12      4.058E-12      7.021E-08      1.941E-06      1.072E-06      1.941E-06      1.072E-06      4.072E-12      9.939E-13      9.925E-13     -9.902E-13      1.008E-12      3.999E-06      7.245E-09      7.245E-09      7.245E-09      5.765E-09      5.765E-09      5.765E-09      1.924E-14      1.925E-14      4.863E-16      4.863E-16      8.125E-12      3.624E-06     -4.422E-06      1.664E-06      4.977E-08      5.013E-08      5.013E-08      3.087E-06      3.087E-06      3.087E-06      6.916E-10      4.992E-19     -1.106E-14      2.222E-09      2.222E-09      6.728E-13      5.343E-18      5.543E-18      5.534E-18     -5.533E-18      1.142E-06      1.142E-06      1.142E-06      9.091E-13      9.009E-13      1.112E-15      6.024E-16      2.936E-10      3.998E-06      7.246E-09      7.246E-09      7.246E-09      5.766E-09      5.766E-09      5.766E-09      2.805E-08      2.810E-08      2.809E-08     -1.185E-08     -1.066E-08      1.248E-09      1.089E-08     -2.942E-05      1.029E-06      6.350E-07      3.918E-08      1.615E-10      5.627E-12      4.588E-10      3.577E-08      2.997E-05      2.997E-05      2.997E-05     -6.088E-06     -2.106E-06      6.417E-22      5.605E-18      9.270E-15      9.270E-15     -2.538E-22     -8.668E-15     -8.668E-15      1.910E-23      1.889E-23      3.053E-06      9.427E-07      3.731E-16      3.731E-16      3.995E-06      3.995E-06      3.995E-06      3.189E-09     -8.445E-16      6.825E-13      3.189E-09      6.825E-13      6.825E-13      4.110E-13      7.246E-09      7.247E-09      1.852E-09      1.852E-09      5.766E-09      5.767E-09      5.767E-09      5.767E-09      5.767E-09      5.394E-09      5.394E-09      5.394E-09     -9.242E-07      3.573E-08      3.573E-08      2.992E-13      3.619E-08      3.576E-08      3.576E-08     -6.074E-13      3.619E-08      1.491E-05      1.506E-05      6.572E-23     -4.682E-23     -1.651E-22      2.178E-06      8.055E-15      1.781E-05      2.843E-05      2.843E-05     -1.168E-05      1.309E-05      8.833E-08      3.703E-06      1.513E-06      7.781E-13      1.208E-08     -7.731E-09      3.401E-09      3.401E-09
         92.000         571.150       6.015E-03      7.656E-08      1.277E-06      7.445E-07      7.445E-07     -2.764E+00      4.477E-01      1.158E+00     -1.606E+00     -1.606E+00      1.105E-14      1.365E-14      3.046E-06      3.046E-06      3.046E-06      1.304E-08      4.125E-12      4.125E-12      9.265E-08      2.238E-06      1.236E-06      2.238E-06      1.236E-06      4.140E-12      1.095E-12      1.095E-12     -1.089E-12      1.110E-12      4.374E-06      7.272E-09      7.272E-09      7.272E-09      5.769E-09      5.769E-09      5.769E-09      1.842E-14      1.832E-14      4.337E-16      4.333E-16      8.262E-12      3.535E-06     -3.588E-06      1.766E-06      4.535E-08      4.566E-08      4.566E-08      2.620E-06      2.620E-06      2.619E-06      5.955E-10      4.724E-19      3.383E-14      2.181E-09      2.181E-09      6.841E-13      6.841E-18      7.058E-18      7.058E-18     -7.057E-18      1.329E-06      1.329E-06      1.329E-06      1.009E-12      1.012E-12     -1.982E-16      7.682E-16      3.226E-10      4.374E-06      7.274E-09      7.274E-09      7.273E-09      5.770E-09      5.770E-09      5.770E-09      2.842E-08      2.835E-08      2.846E-08     -1.184E-08     -1.050E-08      1.243E-09      1.082E-08     -2.789E-05      1.180E-06      5.876E-07      2.948E-08      1.520E-10      6.024E-12      4.926E-10      3.826E-08      2.979E-05      2.979E-05      2.979E-05     -5.996E-06     -2.081E-06      7.180E-22      7.138E-18      9.511E-15      9.511E-15     -2.531E-22     -8.743E-15     -8.743E-15      2.127E-23      2.120E-23      3.340E-06      1.031E-06      4.456E-16      4.457E-16      4.370E-06      4.370E-06      4.370E-06      3.538E-09     -1.051E-15      6.636E-13      3.537E-09      6.635E-13      6.636E-13      4.162E-13      7.273E-09      7.272E-09      1.871E-09      1.871E-09      5.770E-09      5.771E-09      5.771E-09      5.771E-09      5.771E-09      5.403E-09      5.402E-09      5.403E-09     -5.703E-07      3.817E-08      3.817E-08      3.019E-13      3.867E-08      3.821E-08      3.820E-08     -8.548E-13      3.867E-08      1.482E-05      1.497E-05      7.152E-23     -5.032E-23     -3.250E-22      2.025E-06      8.010E-15      1.738E-05      2.725E-05      2.725E-05     -7.614E-06      1.278E-05      8.470E-08      3.344E-06      1.307E-06      7.998E-13      1.203E-08     -7.915E-09      3.434E-09      3.434E-09
